title,body,label_name,label,url
Settings editor does not show default values for object settings,"To see the setting value, I have to click `Add Item`

Before click:

<img width=""778"" height=""439"" alt=""Image"" src=""https://github.com/user-attachments/assets/83e93535-6424-4b02-9900-6edd482fae6b"" />

After:

<img width=""961"" height=""155"" alt=""Image"" src=""https://github.com/user-attachments/assets/e885540d-761a-4232-976d-fd2d35ba3fb5"" />",bug,0,https://github.com/microsoft/vscode/issues/286430
SCM - hidden repositories are shown in the Changes view,"Steps to Reproduce:

1. Set `scm.repositories.selectionMode` to `multiple`
2. Open a workspace/folder that contains a git repository
3. Create a background agent session using a worktree

Expected: worktree should now be shown in the Changes view
Actial: worktree is shown in the Changes view
",bug,0,https://github.com/microsoft/vscode/issues/286429
"When a backgrounded session is re-entered and the request is still running, there's no progress sound","> Works but if I switch back to the chat session then I never get sounds for it, not sure whether that's expected to work 

 _Originally posted by @roblourens in [#281595](https://github.com/microsoft/vscode/issues/281595#issuecomment-3720410029)_",bug,0,https://github.com/microsoft/vscode/issues/286427
Unable to toggle Show More button with Space or Enter keys,"In the chat agent sessions view, I focused the Show More button. I then tried using the Space and Enter keys to toggle the button, but nothing happened.
I have screenreader mode off, but I do not think it needs to be on to support this feature.",bug,0,https://github.com/microsoft/vscode/issues/286420
Claude Opus fails to parse schema definitions correctly,"
Type: <b>Bug</b>

I am sending along tools which use enums. These tools work with most models but are failing with Opus with this error:

```
Sorry, your request failed. Please try again.

Copilot Request id: 2f827d43-1a2f-4cbb-89dc-250fb4c39b8f

GH Request Id: 0716:8B97F:13EF945:167BC8F:695EA99F

Reason: Request Failed: 400 {""error"":{""message"":""tools.0.custom.input_schema: Invalid $ref in schema: '#/$defs/Category' does not exist. Ensure all $ref targets are defined in the schema's definitions or $defs.. Learn more about tool use at https://docs.claude.com/en/docs/tool-use."",""code"":""invalid_request_body""}}
```

Here are the tools sent, from the Chat Debug view:

```
tools            : [
    {
        ""function"": {
            ""name"": ""mcp_expenses-mcp-2_add_user_expense"",
            ""description"": ""Add a new expense to Cosmos DB."",
            ""parameters"": {
                ""$defs"": {
                    ""Category"": {
                        ""enum"": [
                            ""food"",
                            ""transport"",
                            ""entertainment"",
                            ""shopping"",
                            ""gadget"",
                            ""other""
                        ],
                        ""type"": ""string""
                    },
                    ""PaymentMethod"": {
                        ""enum"": [
                            ""amex"",
                            ""visa"",
                            ""cash""
                        ],
                        ""type"": ""string""
                    }
                },
                ""properties"": {
                    ""date"": {
                        ""description"": ""Date of the expense in YYYY-MM-DD format"",
                        ""format"": ""date"",
                        ""type"": ""string""
                    },
                    ""amount"": {
                        ""description"": ""Positive numeric amount of the expense"",
                        ""type"": ""number""
                    },
                    ""category"": {
                        ""$ref"": ""#/$defs/Category"",
                        ""description"": ""Category label""
                    },
                    ""description"": {
                        ""description"": ""Human-readable description of the expense"",
                        ""type"": ""string""
                    },
                    ""payment_method"": {
                        ""$ref"": ""#/$defs/PaymentMethod"",
                        ""description"": ""Payment method used""
                    }
                },
                ""required"": [
                    ""date"",
                    ""amount"",
                    ""category"",
                    ""description"",
                    ""payment_method""
                ],
                ""type"": ""object""
            }
        },
        ""type"": ""function""
    },
    {
        ""function"": {
            ""name"": ""mcp_expenses-mcp-2_get_expense_stats"",
            ""description"": ""Get a statistical summary of expenses (count per category) for all users.\nOnly accessible to users in the authorized admin group."",
            ""parameters"": {
                ""properties"": {},
                ""type"": ""object""
            }
        },
        ""type"": ""function""
    },
    {
        ""function"": {
            ""name"": ""mcp_expenses-mcp-2_get_user_expenses"",
            ""description"": ""Get the authenticated user's expense data from Cosmos DB."",
            ""parameters"": {
                ""properties"": {},
                ""type"": ""object""
            }
        },
        ""type"": ""function""
    }
]
```

Extension version: 0.36.2026010701
VS Code version: Code - Insiders 1.108.0-insider (Universal) (cff2c318f87b2ff763290e4d5020c250f78d61f8, 2025-12-17T14:28:55.820Z)
OS version: Darwin arm64 23.6.0
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Apple M1 Pro (10 x 2400)|
|GPU Status|2d_canvas: enabled<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: enabled_on<br>trees_in_viz: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|5, 5, 5|
|Memory (System)|16.00GB (0.06GB free)|
|Process Argv|--log trace --crash-reporter-id 29b0fda8-7569-499a-9770-cfbb5ac8c0cf|
|Screen Reader|no|
|VM|0%|
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
pythonvspyt551cf:31249598
nativeloc1:31118317
dwcopilot:31158714
dwoutputs:31242946
copilot_t_ci:31333650
g012b348:31231168
pythonrdcb7:31268811
pythonpcpt1cf:31399617
6518g693:31302842
6abeh943:31336334
envsactivate1:31349248
editstats-enabled:31346256
cloudbuttont:31366566
aihoversummaries_t:31413033
todos-1:31405333
3efgi100_wstrepl:31403338
use-responses-api:31390341
je187915:31401257
3i15c187:31419923
metis_rerank_treatment1:31411021
terminalsuggestenabled:31421703
none:31438490
cp_cls_c_966_ss:31435507
chatvisible:31417128
a9239246:31426643
4je02754:31426859
find_all_ref_in_bg_t:31420845
478ah919:31426749
ge8j1254_inline_auto_hint_haiku:31426887
a5gib710:31434435
5j92g670_sonnet:31434465
7a04d226_do_not_restore_last_panel_session:31429685
anthropic_thinking_t:31427198
406hc587_ask_agent:31428392
cp_cls_c_1081:31433293
copilot-nes-oct-trt:31432609
ia-no-proxy-models-svc:31436618
nes-slash-models-off:31440959

```

</details>

<!-- generated by issue reporter -->",bug,0,https://github.com/microsoft/vscode/issues/286415
Chat panel cuts off content at bottom,"1. delegate something to a background agent with the cli (seems to be specific to background)
2. go to chat sessions and click that session once it is finished

:bug: the content is scrolled out of view

https://github.com/user-attachments/assets/1c10c52c-6979-43c0-95f2-57efba3276d3",bug,0,https://github.com/microsoft/vscode/issues/286408
Add descriptions to model picker,"We support many models, which is awesome. 

However, it's overwhelming for the user to choose between them.

For beginners and pros alike, we should provide descriptions for the models so users understand the use cases and thus have the best experience.

I raised this Oct 9 2024, here was the feedback:

<img width=""1500"" height=""434"" alt=""Image"" src=""https://github.com/user-attachments/assets/a8650bad-ffb7-4f76-8b6c-83e2b9b77b87"" />
",feature-request,1,https://github.com/microsoft/vscode/issues/286401
No stop button available while terminal runs,"You can tell the agent is still working by the spinner on Terminal tool, but the input box shifted to a send button. Does this mean it's no longer working and the spinner on tool is incorrect? These view states seem inconsistent.

<img width=""493"" height=""686"" alt=""Image"" src=""https://github.com/user-attachments/assets/918cf730-1858-41f3-81c0-b67473e84156"" />",bug,0,https://github.com/microsoft/vscode/issues/286390
Opening recent folder via SSH fails without arcane magic,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.107.1
- OS Version: 25H2 client; 24H2 server

Setup: remote machine is running Windows 11 24H2 with OpenSSH server and has pwsh set as the SSH default shell (e.g. when I SSH into the machine, I get an instance of pwsh).

Not sure if that plays a role, but my client machine does not have native IPv6 connectivity, and I am using Yggdrasil to connect to the server by its AAAA host record with Yggdrasil address. I noticed that some programs randomly fail to resolve IPv6 address in question presumably due to machine having no regular access to IPv6. But that issue goes away by retrying whereas the one below reproduces 100% of time.

Steps to Reproduce:

1. On the client: select any recent folder you've opened via SSH either via VS Code task list in the Taskbar or in a new local (not connected via SSH) VS Code window recent folders list.
2. At this point VS Code presents me with ""Do you trust the authors of the files in this folder?"" dialog even though I've used this folder and answered ""Trust Folder & Continue"" before (see further). If I press ""Trust Folder & Continue"" now, it fails to connect: 'Could not establish connection to ""xxx"": Connecting with SSH timed out.' If instead I press ""Cancel"", VS Code connects to the remote, opens folder, then presents the ""Do you trust the authors of the files in this folder?"" AGAIN. Now if I press ""Trust Folder & Continue"", I can proceed to editing normally (in trusted mode), ""Cancel"" also works in untrusted mode.",bug,0,https://github.com/microsoft/vscode/issues/286384
Error: AbstractContextKeyService has been disposed,"1. `scripts/code-cli.sh --transient`
2. open a folder with 2 files or more
3. from the explorer select 2 and compare with each other to open a diff editor
4. split the editor so that you see 2 diff editors side by side
5. close the second diff editor

```
contextMatchesRules (contextKeyService.ts:322)
createActionGroups (menuService.ts:285)
getActions (menuService.ts:453)
updateToolbar (toolbar.ts:368)
(anonymous) (toolbar.ts:378)
_deliver (event.ts:1212)
fire (event.ts:1243)
resume (event.ts:1392)
(anonymous) (event.ts:1431)
setTimeout
targetWindow.setTimeout (window.ts:124)
fire (event.ts:1429)
(anonymous) (menuService.ts:434)
_deliver (event.ts:1212)
_deliverQueue (event.ts:1223)
fire (event.ts:1247)
fire (event.ts:1410)
setContext (contextKeyService.ts:348)
set (contextKeyService.ts:210)
(anonymous) (platformObservableUtils.ts:40)
_recompute (derivedImpl.ts:201)
get (derivedImpl.ts:159)
reportChanges (baseObservable.ts:45)
endUpdate (utils.ts:191)
endUpdate (derivedImpl.ts:281)
endUpdate (derivedImpl.ts:281)
finish (transaction.ts:102)
transaction (transaction.ts:21)
subtransaction (transaction.ts:58)
setDiffModel (diffEditorWidget.ts:513)
setModel (diffEditorWidget.ts:501)
clearInput (textDiffEditor.ts:331)
(anonymous) (editorPanes.ts:498)
safeRun (editorPanes.ts:545)
doHideActiveEditorPane (editorPanes.ts:498)
closeEditor (editorPanes.ts:517)
doCloseActiveEditor (editorGroupView.ts:1635)
doCloseEditor (editorGroupView.ts:1554)
doCloseEditorWithConfirmationHandling (editorGroupView.ts:1540)
await in doCloseEditorWithConfirmationHandling
closeEditor (editorGroupView.ts:1525)
run (editorActions.ts:481)
runAction (actions.ts:199)
run (actions.ts:190)
run (editorTabsControl.ts:73)
onClick (actionViewItems.ts:177)
(anonymous) (actionViewItems.ts:157)
```

https://github.com/user-attachments/assets/c1ac98f8-b404-4b2e-b2e8-a73ad5779dc6",bug,0,https://github.com/microsoft/vscode/issues/286361
Background agent action is not working for new users,"Steps to Reproduce:

1. fresh setup: `code-insiders --transient`
2. click on the ""New Background Agent"" action in the plus dropdown
3. 🐛 notice an error: ""No default agent registered""

<img width=""1312"" height=""912"" alt=""Image"" src=""https://github.com/user-attachments/assets/9680b5a5-004d-40ab-b8e2-3150de7a8ea4"" />

4. sign in
5. click on ""New Background Agent""
6. 🐛 notice how there is a ""Open Picker"" action that does nothing

<img width=""449"" height=""217"" alt=""Image"" src=""https://github.com/user-attachments/assets/0802cb92-e2bb-40d1-9071-b3aae73f4ec8"" />

//cc @bamurtaugh ",bug,0,https://github.com/microsoft/vscode/issues/286360
Memory leak related to diff editor,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.108.0
- OS Version: Ubuntu 25.04


When opening two diff editors, then closing all editors, the number of various functions seems to grow each time.



This is the full test result data of the diff-editor-open-side-by-side test, showing which functions grow between the start and end of the test:
![diff-editor-side-by-side](https://github.com/user-attachments/assets/c9e5ce92-63c8-4a9b-80a7-eb899cdc70c8)


The full test result data as json:
[folder.zip](https://github.com/user-attachments/files/24467871/folder.zip)



And the video of the test case:

[video.webm](https://github.com/user-attachments/assets/03ada0a4-f5b1-4588-b13c-d2f5aea2f2c9)

And the script to run it (ensure using node 24 or newer)

Measuring named function count:

```sh
git clone git@github.com:SimonSiefke/vscode-memory-leak-finder.git &&
cd vscode-memory-leak-finder &&
npm ci &&
node packages/cli/bin/test.js  --run-skipped-tests-anyway --check-leaks --measure named-function-count3 --measure-after --runs 37   --only diff-editor-side-by-side 
```


Measuring promises with stacktrace

```sh
node packages/cli/bin/test.js  --run-skipped-tests-anyway --check-leaks --measure promises-with-stack-trace --measure-after --runs 37   --only diff-editor-side-by-side 
```


",bug,0,https://github.com/microsoft/vscode/issues/286336
Background sessions from other workspaces appear,"Steps to Reproduce:

1. `code-insiders --transient`
2. setup Copilot
3. open a folder
4. open sessions view side by side

=> notice how background sessions are visible that do not belong there. They are all relatively new.

<img width=""1312"" height=""912"" alt=""Image"" src=""https://github.com/user-attachments/assets/5668fef4-390d-4483-a6ce-030f509921a7"" />
",bug,0,https://github.com/microsoft/vscode/issues/286335
VS Code Feature Request: Extension API: Control Tree Item Expansion During Drag Operations,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->

# VS Code Feature Request: Control Tree Item Expansion During Drag Operations

## Problem

When implementing drag-and-drop in `TreeViews` with hierarchical structures (folders + leaf items), VS Code automatically expands any collapsible tree item when hovering over it during a drag operation. This behavior is hardcoded and cannot be controlled by extensions.

**Real-world scenario**: We're building a connection management tree with folders and connection items. Connections are expandable (they contain databases), but resolving the children requires establishing a real network connection.

During drag-and-drop operations, when a user moves the mouse pointer *over* a connection item to reach a target folder, VS Code forcibly expands the item. **This automatically triggers an unwanted connection attempt**, blocking the UI or causing side effects, even though the user simply wanted to pass over the item.

This behavior makes drag-and-drop functionality essentially unusable for our scenario, as we cannot allow accidental connections during simple UI interactions. It strictly limits the extensibility of `TreeView` for any extension that uses ""virtual nodes"" -- items that are expandable but aren't simple folders, or require expensive operations to resolve children.

The current behavior assumes that expandable items are **always** valid drop containers, but this isn't true for many hierarchical models where:
- Leaf items can have children for viewing purposes but shouldn't accept drops
- The distinction between ""drop onto parent folder"" vs ""drop into subfolder"" matters
- Visual feedback and user intent need to be distinguished

## Impact

This limitation forces us to **disable drag-and-drop entirely** in our scenario to prevent poor user experience and accidental operations.

## Proposed Solution

We need a way to control the hover-expansion behavior programmatically. This could be achieved by:

1.  **A property on `TreeItem`** (e.g., `expandOnDragOver: boolean`) to explicitly opt-out of auto-expansion for specific items.
2.  **A callback in `TreeDragAndDropController`** (e.g., `handleDragOver`) that allows the extension to determine if expansion is allowed for a given target.

Either approach would solve the issue by giving extensions control over when an item should be expanded during user interaction.

---

## Keywords

`TreeView` `TreeDragAndDropController` `drag-and-drop` `dnd` `expansion` `auto-expand` `hover` `handleDrop` `TreeItem` `collapsibleState` `folder` `hierarchy` `drop-target` `extension-api`
",feature-request,1,https://github.com/microsoft/vscode/issues/286332
Background session - local background session stats not computed,"Steps to Reproduce:

1. Ensure that `github.copilot.chat.cli.autoCommit.enabled` is set to `false`
2. Create a local backtround session and make some changes with it
3. When the session is completed, hit the ""Back"" button to go back to the session list
    * Confirm that the newly created sessions statistics (files, additions, deletions) as correct
",bug,0,https://github.com/microsoft/vscode/issues/286326
Chat input shadows are confusing,"I can see two issues when the chat input content overflows its container:

1. The top shadow should stretch horizontally to fill the entire width of the chat input.
2. The bottom shadow is just plain wrong. It's telling me that the Agent, Model controls container can scroll up 😕. If there's a bottom shadow it should be facing upwards and appear only when the chat input contents can be further scrolled down.

<img width=""582"" height=""329"" alt=""Image"" src=""https://github.com/user-attachments/assets/1a6804c1-7bd1-4d30-b47a-7f6aa61e6e7b"" />",bug,0,https://github.com/microsoft/vscode/issues/286323
Disassembly view doesn’t show symbol labels even though debugger returns them,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.107.1
- OS Version: Windows_NT x64 10.0.22631

VS Code’s Disassembly View fails to display function symbols inline even though the debugger backend provides them.

Example snippet from the debug adapter’s disassembly response:

`{
  ""address"": ""0x000001e6"",
  ""instructionBytes"": ""02 00 fa"",
  ""instruction"": ""lnk       #0x2"",
  ""symbol"": ""_main"",
  ""location"": {
    ""path"": ""D:/developers/PIC16_devices/dsPIC30F1010/main.c""
  }
}`


The ""symbol"": ""_main"" field is present, but VS Code shows only raw instructions — no symbol label above the address.

<img width=""1283"" height=""101"" alt=""Image"" src=""https://github.com/user-attachments/assets/04c5c553-ca41-4185-93fd-5cdeb232f319"" />",bug,0,https://github.com/microsoft/vscode/issues/286322
"Search: cannot dismiss ""Other files""","https://github.com/user-attachments/assets/6fcbd8fe-2004-4858-bfcd-87ade8b1e6c6

In this case I had a diff opened from a Copilot PR so I think that made the ""Other files"" bucket appear. Clicking the X does nothing.

cc @dmitrivMS who maybe is willing to help",bug,0,https://github.com/microsoft/vscode/issues/286318
Chat input - accepting changes shifts the input,"* Set `github.copilot.chat.cli.autoCommit.enabled` 
* Create a local background session, Apply the change
* When changes are applied, the working tree is clealed and chat input is shifted. Looks like there is a missing layout call.

https://github.com/user-attachments/assets/18627c14-4f1e-4bf4-99d1-68064331aea5",bug,0,https://github.com/microsoft/vscode/issues/286316
Action widget shows labels cropped,"Steps to Reproduce:

1. create a new background agent
2. open the dropdown to select workspace or work tree
3. notice how the labels are cropped:

<img width=""188"" height=""143"" alt=""Image"" src=""https://github.com/user-attachments/assets/347945e9-d4fa-4626-975b-7a78ad200f8d"" />

Caused by: https://github.com/microsoft/vscode/compare/9ba40f8204f1b4cb092f9585b19ab3f26d0a588c...950ca05d5c9fe4a7cc356b7cb02dc08d895d8b02

cc @ulugbekna who reported this already in Slack",bug,0,https://github.com/microsoft/vscode/issues/286304
Support for right-click drag to move or copy selected text (like Microsoft Word),"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->

# Feature Request
I would like Visual Studio Code to support **right-click drag-and-drop** for moving or copying selected text, similar to how Microsoft Word and Windows Explorer behave.

![Image](https://github.com/user-attachments/assets/1f55055c-8bdd-4578-a263-a78ef6e1ae5a)

# Expected Behavior
- Dragging with the right mouse button opens a small context menu on drop:
  - Move here
  - Copy here
  - Cancel",feature-request,1,https://github.com/microsoft/vscode/issues/286293
"""Forward a Port"" button inconsistent alignment","
Type: <b>Bug</b>

1. Open ""Ports"" on bottom panel.
2. Click ""Forward a Port"".
3. Press Esc.
4. The button is now center-aligned until you navigate away and back to the Ports panel.

VS Code version: Code 1.107.1 (994fd12f8d3a5aa16f17d42c041e5809167e845a, 2025-12-17T14:15:14.850Z)
OS version: Windows_NT x64 10.0.26200
Modes:


<!-- generated by issue reporter -->",bug,0,https://github.com/microsoft/vscode/issues/286280
Deleting a worktree in the active worktree window causes error,"Testing #285964

- Created worktree and opened in new window
- Deleted worktree in the new window
- 🐛 Git error

Would have expected that the window gracefully closes or offers to open main again.

<img width=""720"" height=""429"" alt=""Image"" src=""https://github.com/user-attachments/assets/8325bc47-9666-44d6-9a0c-6ae6da302164"" />",bug,0,https://github.com/microsoft/vscode/issues/286275
Offer to open worktree,"Testing #285964

Creating a new worktree feels disconnected.

- Create a new worktree
- 🐛 New branch appears while Worktrees section remains closed. I need to right-click the worktree to open it.

I'd expect an end to end flow that lets me checkout or open the worktree in new window.",bug,0,https://github.com/microsoft/vscode/issues/286273
"Deleted branch is still listed in repositories, breaking actions","Testing #285964

- Created new worktree with new `ai-editor` branch, opened in new window
- Deleted the worktree in the new window
- 🐛 Old window still shows branch
- 🐛 New worktree flow still shows `ai-editor` branch
- 🐛 Picking the old branch name is a no-op, git error in output

```
2026-01-06 18:10:38.308 [info] fatal: not a git repository (or any of the parent directories): .git
2026-01-06 18:10:38.308 [trace] [Model][openRepository] Opening repository for path='/Users/digitarald/Developer/q_master.worktrees/ai-editor' failed. Error:Failed to execute git {
  ""exitCode"": 128,
  ""gitErrorCode"": ""NotAGitRepository"",
  ""gitCommand"": ""rev-parse"",
  ""stdout"": """",
  ""stderr"": ""fatal: not a git repository (or any of the parent directories): .git\n""
}
```",bug,0,https://github.com/microsoft/vscode/issues/286272
Allow creating Worktrees from branch context menu,"Testing #285964

`ai-editor` was created while creating a new worktree. But I can't create a worktree from the branch menu:

<img width=""329"" height=""266"" alt=""Image"" src=""https://github.com/user-attachments/assets/ac83f44c-62c5-49b9-aef1-272fbfb1fdc2"" />",feature-request,1,https://github.com/microsoft/vscode/issues/286271
background agent 'illegal argument' when a notebook is open,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 
- OS Version: 

Steps to Reproduce:

1. Open a notebook in the editor (I have the my-endgame notebook open from VS Code)
2. New Background Agent in sidebar
3. send any message
4. 🐛 `Illegal argument`

https://github.com/user-attachments/assets/0bc336c1-b8c7-420f-b7bd-e786a5fb77e6
",bug,0,https://github.com/microsoft/vscode/issues/286255
"Background terminal tool failed when ""Evaluate this terminal output to determine if there were errors"" request failed","Hit a confusing set of issues

- The agent ran 'npm start' as a bg command
- The app failed to launch and the command terminated
- But I was stuck looking at a spinner on `npm start` for almost a full minute because the 4o-mini request to check the output was stuck and eventually returned a 502
- There's nothing you can do about that, there is sometimes flakiness in requests to CAPI and we know this, but the tool result then just contained this message

```
Note: The tool simplified the command to ` npm start`, and that command is now running in terminal with ID=38d97634-aa73-496d-b4e1-776e714be3e1
 The command became idle with output:
Error occurred Error: Server error: 502
```

<img width=""614"" height=""424"" alt=""Image"" src=""https://github.com/user-attachments/assets/9c34dc3e-eace-4a51-a4da-3af8c965d11c"" />

Which is wrong for two reasons, because the command had terminated, and it should not report an http error from an internal request. It could have still reported the output of the terminal command.

Then, unrelated and maybe known issues, it did a `get_terminal_output` correctly and got the output, but then misunderstood it (?) and did this

```
The app is running. Let me check for any issues by looking at the console output: 
🛠️ run_in_terminal (toolu_vrtx_0154ekL4gWFHH5KfSUah9ScJ) {
  ""command"": ""cd /Users/roblou/code/notes-app && npm start 2>&1"",
  ""explanation"": ""Restart the app and capture any error output"",
  ""isBackground"": true
}
```

which started the app a second time. I don't know why it thought it had to do that.

Full log
[5beacd7f.copilotmd](https://github.com/user-attachments/files/24461115/5beacd7f.copilotmd)

The first terminal tool call
[toolu_vrtx_01PvXMc8es4fjawNydarzc25__vscode-1767739270603.copilotmd](https://github.com/user-attachments/files/24461110/toolu_vrtx_01PvXMc8es4fjawNydarzc25__vscode-1767739270603.copilotmd)

The failed 4o-mini request
[3a8f559c.copilotmd](https://github.com/user-attachments/files/24461111/3a8f559c.copilotmd)",bug,0,https://github.com/microsoft/vscode/issues/286241
`Copy Breadcrumb Path` doesn't do anything when you're not focused on a symbol,"While testing https://github.com/microsoft/vscode/issues/285956, I noticed that if I open a file from the explorer, right-click the tab, and then select `Copy Breadcrumbs Path`, it will simply no-op. Or if I open a file that doesn't support symbol breadcrumbs (e.g. GitHub Action workflows, without the proper extensions installed?), then regardless where I put my cursor, the `Copy Breadcrumbs Path` doesn't do anything.

This behavior kind of makes sense, but since the command name doesn't mention it's specific to symbols, and the breadcrumb can display a nested folder/file structure, I could imagine it being slightly confusing to some users when/why this actually works. But in practice, maybe no one would ever notice?

That said, I just raise it for conversation, since I don't feel strongly about the issue being a priority. But maybe we could discuss disabling it when there's no symbol selection?",bug,0,https://github.com/microsoft/vscode/issues/286240
